student_ID,course_ID,subject,semester,section,pre_int,pre_uv,pre_percomp,pre_tv,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,post_int,post_uv,post_tv,post_percomp,date,intervention_dummy,gender,enrollment_reason,enrollment_status,final_grade,time_spent,ts_60,male_dummy,final_grade_s
79596,PhysA-S116-01,PhysA,S116,01,3,4,3.5,3.4285714285714284,4,5,3,3,3,5,4,3,2,2,1.5,1.6666666666666667,1.5714285714285714,1.5,NA,1,F,Other,Approved/Enrolled,90.97222222,1546.4166,25.77361,0,0.6346938582246745
79859,AnPhA-T116-01,AnPhA,T116,01,5,4.666666666666667,4.5,4.857142857142857,5,4,4,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,72.992,2040.7333,34.01222166666667,0,-0.20399709262987856
79893,OcnA-T116-01,OcnA,T116,01,4,4,3.5,4,4,4,4,4,4,4,3,4,4,4,NA,NA,NA,NA,NA,0,F,Learning Preference of the Student,Approved/Enrolled,94.46566164,1856.6669,30.944448333333334,0,0.7976460171614825
80822,OcnA-S216-01,OcnA,S216,01,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,0,M,Learning Preference of the Student,Approved/Enrolled,90.94639866,4538.4835,75.64139166666668,1,0.6334893132626682
84632,PhysA-T116-01,PhysA,T116,01,4.4,4,3.5,4.142857142857143,4,4,3,5,5,5,4,4,3,4,NA,NA,NA,NA,NA,0,F,Scheduling Conflict,Approved/Enrolled,97.63888889,1289.1006,21.48501,0,0.9456618173566421
84640,AnPhA-T116-01,AnPhA,T116,01,5,5,4,5,5,5,5,5,5,5,3,5,5,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,86.1648,2362.1,39.36833333333333,0,0.4104507168709348
84641,AnPhA-T116-01,AnPhA,T116,01,4,4,3,4,4,4,3,4,4,4,3,4,4,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,83.5525328,4614.4,76.90666666666667,0,0.2886010069481525
84645,OcnA-T116-01,OcnA,T116,01,3.8,4,3,4,5,4,2,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,0,F,Scheduling Conflict,Approved/Enrolled,22.680067,48.0332,0.8005533333333333,0,-2.550806960205618
84684,OcnA-T116-01,OcnA,T116,01,5,4.333333333333333,4.5,4.714285714285714,5,4,4,5,5,5,5,5,4,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,90.80569514,3095.2494,51.58749,0,0.6269261702973871
84685,OcnA-T116-01,OcnA,T116,01,4.6,3.6666666666666665,4,4.285714285714286,4,4,3,4,5,3,5,5,4,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,82.0318258,3073.6162,51.22693666666667,0,0.2176673341494647
84749,AnPhA-T116-01,AnPhA,T116,01,5,4,4,4.571428571428571,5,4,3,5,5,5,5,5,3,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,82.552,4199.4169,69.99028166666668,0,0.24193096054239913
84794,BioA-T116-01,BioA,T116,01,2.8,3.3333333333333335,4,3.142857142857143,3,3,3,2,3,3,5,3,4,3,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,73.81827957,919.5,15.325,1,-0.1654551219158487
84932,OcnA-S216-01,OcnA,S216,01,5,4.666666666666667,4.5,4.857142857142857,5,4,4,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,88.30318258,2573.4502,42.89083666666667,0,0.5101959868329549
85123,FrScA-S216-01,FrScA,S216,01,4,4.333333333333333,4,4.142857142857143,4,4,3,4,4,5,5,4,4,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,81.71557562,1341.7002,22.36167,0,0.202915783199383
85248,AnPhA-S216-01,AnPhA,S216,01,4.2,4,3.5,4.142857142857143,4,4,3,4,4,4,4,5,4,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,94.8261328,2269.8829,37.831381666666665,0,0.8144602642957455
85249,AnPhA-S116-01,AnPhA,S116,01,4,4,4.5,4,4,4,4,4,4,4,5,4,4,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,86.8912,1209.8496,20.16416,0,0.4443337856810124
85258,FrScA-S216-01,FrScA,S216,01,4,3.6666666666666665,3,3.857142857142857,4,3,3,4,4,4,3,4,4,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,89.05191874,2285.7836,38.09639333333334,0,0.5451209301560187
85287,FrScA-S216-01,FrScA,S216,01,4.6,3.6666666666666665,4,4.285714285714286,4,3,4,4,5,4,4,5,4,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,93.67945824,156.5829,2.609715,0,0.7609734071657271
85292,BioA-S116-01,BioA,S116,01,2.4,3,3,2.7142857142857144,3,3,2,2,3,4,4,2,2,2,3,3.6666666666666665,3.2857142857142856,2.5,NA,1,M,Scheduling Conflict,Approved/Enrolled,93.34946237,264.2002,4.403336666666666,1,0.7455806858410416
85323,FrScA-S116-01,FrScA,S116,01,5,4.333333333333333,4,4.714285714285714,5,5,4,5,5,5,4,5,3,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,15.06849315,1449.7001,24.161668333333335,0,-2.905850297915609
85348,FrScA-S216-03,FrScA,S216,03,4.4,3,4,3.7142857142857144,4,2,3,5,4,4,5,5,3,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,76.29464286,608.2501,10.137501666666667,0,-0.04994467621951043
85390,PhysA-S116-01,PhysA,S116,01,3.6,4.333333333333333,3.5,3.857142857142857,3,5,3,4,4,4,4,4,4,3,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,3.055555556,0.7,0.011666666666666665,0,-3.466196100653317
85410,OcnA-S116-02,OcnA,S116,02,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,93.9279732,6771.9673,112.86612166666667,0,0.7725654356486753
85411,AnPhA-S116-01,AnPhA,S116,01,4.4,4,3.5,4.142857142857143,4,4,4,5,5,4,3,4,4,4,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,90.9157328,473.0333,7.883888333333333,0,0.6320588982784995
85416,FrScA-S116-01,FrScA,S116,01,4.8,3.3333333333333335,4,4.142857142857143,5,3,4,5,5,4,4,5,3,4,5,4.666666666666667,4.857142857142857,4,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,94.74885845,846.5665,14.109441666666667,0,0.8108557872606356
85431,FrScA-S116-01,FrScA,S116,01,4,3.3333333333333335,2.5,3.7142857142857144,4,3,3,4,4,4,2,4,3,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,92.92237443,1448.9339,24.14889833333333,0,0.7256590860902513
85432,FrScA-S116-01,FrScA,S116,01,4.6,3,4,3.857142857142857,4,2,3,5,5,4,5,4,3,5,5,4,4.571428571428571,4.5,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,49.08675799,874.0172,14.566953333333334,1,-1.3190617401331677
85433,FrScA-S116-01,FrScA,S116,01,4.4,3.3333333333333335,4,3.857142857142857,5,3,3,5,4,4,5,4,3,4,2.5,2.6666666666666665,2.5714285714285716,2.5,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,72.14611872,2575.4667,42.924445,1,-0.2434533889065809
85443,FrScA-S116-01,FrScA,S116,01,4.8,3.3333333333333335,3.5,4.142857142857143,4,3,4,5,5,4,3,5,3,5,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,86.30136986,1564.633,26.07721666666667,0,0.4168210444642202
85522,PhysA-S116-01,PhysA,S116,01,3.4,3.6666666666666665,3,3.5714285714285716,4,4,2,3,4,3,4,4,4,2,NA,NA,NA,NA,NA,1,F,Other,Approved/Enrolled,98.05555556,968.3333,16.138888333333334,0,0.9650973149481562
85539,FrScA-S116-01,FrScA,S116,01,3.8,4,3.5,3.857142857142857,4,4,3,4,4,4,4,4,4,3,3.25,3.3333333333333335,3.2857142857142856,3,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,90.1826484,2948.6174,49.14362333333334,0,0.5978640343346746
85567,FrScA-S116-02,FrScA,S116,02,4.6,3.3333333333333335,4,4,4,3,3,5,5,4,5,5,3,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,65.17808219,2544.3666,42.40611,0,-0.5684788035777331
85573,FrScA-S116-03,FrScA,S116,03,4,NA,4.5,NA,5,3,4,4,4,3,5,4,NA,3,3.75,3,3.4285714285714284,3.5,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,71.25114155,1978.0169,32.966948333333335,0,-0.2851997724893985
85574,FrScA-S116-03,FrScA,S116,03,5,4,4.5,4.571428571428571,5,4,4,5,5,4,5,5,4,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,96.60502283,1871.1168,31.18528,0,0.8974369345766529
85583,AnPhA-S116-01,AnPhA,S116,01,5,5,3.5,5,5,5,5,5,5,5,2,5,5,5,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,91.6549328,5532.4164,92.20694,0,0.6665390255698118
85642,FrScA-S216-01,FrScA,S216,01,3.2,3.3333333333333335,2.5,3.2857142857142856,2,2,2,3,4,4,3,3,4,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,83.74717833,1627.3499,27.122498333333333,0,0.297680285426352
85644,FrScA-S216-01,FrScA,S216,01,5,3.3333333333333335,4,4.285714285714286,5,3,4,5,5,3,4,5,4,5,4.5,3,3.857142857142857,3.5,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,84.98871332,890.4333,14.840555,1,0.3555919257020806
85649,FrScA-S116-01,FrScA,S116,01,4,3,3,3.5714285714285716,4,3,2,4,4,3,4,4,3,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,86.98630137,1464.4668,24.40778,0,0.44876980751972795
85650,FrScA-S116-01,FrScA,S116,01,4.2,3,3.5,3.5714285714285716,4,3,3,5,4,3,4,4,3,4,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,100,2689.1334,44.81889,1,1.0557963027756518
85651,FrScA-S116-01,FrScA,S116,01,3.2,3,3,3.142857142857143,5,3,2,3,3,3,4,3,3,2,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,64.98858447,565.7832,9.42972,1,-0.5773179614605973
85659,FrScA-S216-01,FrScA,S216,01,3.8,3.3333333333333335,2.5,3.5714285714285716,4,3,2,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,67.72009029,816.7002,13.61167,1,-0.44990634299392956
85661,FrScA-S116-02,FrScA,S116,02,4.4,3,3,3.857142857142857,4,3,2,4,5,3,4,4,3,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,87.19863014,1375.4834,22.924723333333336,0,0.45867392415556096
85663,FrScA-S116-01,FrScA,S116,01,4.6,2.6666666666666665,4,3.7142857142857144,4,2,3,5,4,3,5,5,3,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,49.31506849,191.3834,3.1897233333333332,0,-1.3084121526034826
85665,FrScA-S116-01,FrScA,S116,01,5,4.333333333333333,4.5,4.714285714285714,5,4,4,5,5,4,5,5,5,5,5,5,5,5,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,96.80365297,4046.6159,67.44359833333333,0,0.9067020759607052
85668,FrScA-S116-01,FrScA,S116,01,3.6,2.6666666666666665,3,3.2857142857142856,3,2,3,3,4,4,3,4,2,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,42.69406393,379.1335,6.3188916666666675,0,-1.6172501937630614
85698,FrScA-S116-02,FrScA,S116,02,5,4.333333333333333,4,4.714285714285714,5,4,3,5,5,4,5,5,5,5,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,32.5913242,1070.2167,17.836945,1,-2.088494446849371
85700,FrScA-S116-03,FrScA,S116,03,3.8,3.6666666666666665,3.5,3.7142857142857144,4,3,3,4,4,4,4,4,4,3,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,89.84246575,787.2831,13.121385,1,0.5819961486822178
85701,FrScA-S116-03,FrScA,S116,03,4,4,3.5,4,4,4,3,4,3,4,4,4,4,5,4.5,4,4.285714285714286,4,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,91.4109589,2381.6998,39.69499666666666,0,0.6551588157108319
85702,FrScA-S116-03,FrScA,S116,03,5,4.333333333333333,3.5,4.714285714285714,5,4,3,5,5,5,4,5,4,5,5,4.333333333333333,4.714285714285714,4.5,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,86.52054795,638.7338,10.645563333333333,0,0.42704464895916977
85704,FrScA-S116-03,FrScA,S116,03,5,3.6666666666666665,3.5,4.428571428571429,5,4,4,5,5,5,3,5,2,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,68.26484018,1376.483,22.94138333333333,0,-0.42449637877703533
85791,FrScA-S116-01,FrScA,S116,01,4.4,4,3.5,4.285714285714286,4,4,4,4,5,4,3,4,4,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,96.80365297,1461.8332,24.363886666666666,0,0.9067020759607052
85796,FrScA-S216-01,FrScA,S216,01,4,3,2.5,3.5714285714285716,4,3,2,4,4,3,3,4,3,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,91.19638826,1024.7833,17.079721666666668,0,0.6451501266142706
85866,AnPhA-S116-01,AnPhA,S116,01,5,4.666666666666667,4,4.857142857142857,5,5,4,5,5,5,4,5,4,5,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,75.1296,3050.0831,50.83471833333333,0,-0.1042883262636592
85867,FrScA-S216-04,FrScA,S216,04,5,3.6666666666666665,4,4.428571428571429,5,3,3,5,5,5,5,5,3,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,86.20767494,1283.4669,21.391115,0,0.4124506267583909
85889,BioA-S116-01,BioA,S116,01,3.6,3.6666666666666665,4.5,3.5714285714285716,4,4,4,4,4,4,5,4,3,2,NA,NA,NA,NA,NA,1,M,Learning Preference of the Student,Approved/Enrolled,7.580645161,297.5167,4.958611666666667,1,-3.2551224188554344
85891,FrScA-S116-03,FrScA,S116,03,5,4.333333333333333,4,4.714285714285714,5,5,3,5,5,4,5,5,4,5,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,85.87442922,1784.2506,29.73751,1,0.3969063155504832
85929,FrScA-S116-01,FrScA,S116,01,4,4,3.5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,NA,1,M,Learning Preference of the Student,Approved/Enrolled,85.61643836,1297.9167,21.631944999999998,1,0.3848722818751654
85930,FrScA-S116-01,FrScA,S116,01,4.2,2,3,3.142857142857143,4,2,3,5,4,2,3,4,2,4,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,83.78995434,1647.2669,27.454448333333335,0,0.2996755807047805
85953,PhysA-S116-01,PhysA,S116,01,4.2,4.333333333333333,5,4.285714285714286,5,5,5,4,4,4,5,4,4,4,NA,NA,NA,NA,NA,1,M,Other,Approved/Enrolled,95.13888889,3255.3003,54.255005,1,0.8290488327404607
85962,PhysA-S116-01,PhysA,S116,01,3.8,3,2,3.4285714285714284,4,3,2,4,4,3,2,4,3,3,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,85.93055556,1349.9664,22.49944,0,0.39952433955967653
85970,AnPhA-S116-01,AnPhA,S116,01,4.2,4,3.5,4.142857142857143,5,5,3,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,81.6224,610.8334,10.180556666666666,0,0.19856958834271787
86002,FrScA-S216-04,FrScA,S216,04,4.4,4,3.5,4.142857142857143,4,4,3,5,4,4,4,4,4,5,NA,NA,NA,NA,NA,1,F,Other,Approved/Enrolled,91.50564334,501.1839,8.353064999999999,0,0.659575389768877
86067,BioA-S116-01,BioA,S116,01,3.6,2.6666666666666665,3,3.4285714285714284,4,3,2,2,4,3,4,4,2,4,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,88.78494624,516.7003,8.611671666666666,0,0.5326679461418409
86072,AnPhA-S116-01,AnPhA,S116,01,4.8,4.666666666666667,3.5,4.714285714285714,5,4,3,5,5,5,4,5,5,4,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,91.2928,608.1834,10.13639,1,0.6496472709156461
86105,FrScA-S116-01,FrScA,S116,01,3.2,3,4,3.2857142857142856,4,3,3,2,3,4,5,4,2,3,NA,NA,NA,NA,NA,1,M,Learning Preference of the Student,Approved/Enrolled,89.9543379,4075.5504,67.92584000000001,1,0.5872144468049892
86110,BioA-S116-01,BioA,S116,01,3.8,3,3,3.4285714285714284,4,3,3,4,4,3,3,4,3,3,NA,NA,NA,NA,NA,1,M,Learning Preference of the Student,Approved/Enrolled,75.11182796,3954.2997,65.904995,1,-0.10511730651450632
86113,BioA-S116-01,BioA,S116,01,3.8,3,4,3.4285714285714284,4,3,4,4,4,3,4,4,3,3,2.75,3,2.857142857142857,3.5,NA,1,F,Other,Approved/Enrolled,75.0827957,63.6837,1.061395,0,-0.10647152191000724
86119,AnPhA-S116-01,AnPhA,S116,01,4,4.666666666666667,4.5,4.571428571428571,5,5,4,2,4,5,5,5,4,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,71.7376,2127.0664,35.45110666666667,0,-0.2625088237908939
86130,BioA-S116-01,BioA,S116,01,3.8,3.6666666666666665,3,3.7142857142857144,4,4,3,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,1,F,Other,Approved/Enrolled,72.84946237,142.7337,2.378895,0,-0.21064578801164566
86133,OcnA-S116-02,OcnA,S116,02,4.4,4,3.5,4.285714285714286,4,4,3,4,5,4,4,4,4,5,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,79.11222781,1581.7665,26.362775,1,0.08148211995214309
86202,BioA-S116-01,BioA,S116,01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,1,M,Credit Recovery,Approved/Enrolled,45.76666667,1391.0673,23.184455,1,-1.4739280433425588
86216,BioA-S116-01,BioA,S116,01,3.8,3.3333333333333335,3.5,3.5714285714285716,4,3,3,4,4,4,4,4,3,3,3.75,3.6666666666666665,3.7142857142857144,3.5,NA,1,M,Scheduling Conflict,Approved/Enrolled,92.94301075,1855.9338,30.93223,1,0.7266216712369289
86229,FrScA-S216-01,FrScA,S216,01,5,3.3333333333333335,4.5,4.285714285714286,5,3,4,5,5,3,5,5,4,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,84.65011287,1210.0499,20.167498333333334,0,0.3397978420753277
86240,OcnA-S216-01,OcnA,S216,01,4,3.6666666666666665,3.5,3.857142857142857,4,4,3,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,71.80904523,1800.2174,30.003623333333334,1,-0.2591762471881383
86251,FrScA-S216-01,FrScA,S216,01,4.4,2.6666666666666665,3,3.5714285714285716,5,3,2,5,4,3,4,4,2,4,NA,NA,NA,NA,NA,0,F,Other,Approved/Enrolled,72.91196388,1374.95,22.915833333333335,0,-0.20773039296199822
86267,AnPhA-S116-01,AnPhA,S116,01,5,5,4.5,5,5,5,4,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,35.0608,406.0001,6.766668333333333,0,-1.9733052694591984
86268,AnPhA-S216-01,AnPhA,S216,01,5,5,4,5,5,5,4,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,93.5386672,1272.3172,21.205286666666666,0,0.754406181813081
86271,FrScA-S116-01,FrScA,S116,01,4.2,4,3.5,4.142857142857143,4,4,3,4,5,5,4,4,3,4,4,3.6666666666666665,3.857142857142857,3,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,97.26027397,282.7834,4.713056666666666,0,0.9280012510200752
86275,AnPhA-S116-01,AnPhA,S116,01,4.4,4,3,4.285714285714286,4,4,3,4,4,5,3,5,3,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,95.0208,7067.1498,117.78583,0,0.8235405535752954
86277,AnPhA-S116-01,AnPhA,S116,01,4.2,4,4,4,4,5,5,5,4,4,3,4,3,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,89.8133328,3856.8672,64.28112,0,0.5806372365821479
86280,FrScA-S116-01,FrScA,S116,01,5,5,4,5,5,5,3,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,85.61643836,2167.9669,36.132781666666666,0,0.3848722818751654
86286,AnPhA-S116-01,AnPhA,S116,01,4.2,3.6666666666666665,2.5,4,4,4,3,4,4,4,2,4,3,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,96.8144,4140.4495,69.00749166666667,0,0.9072033732583292
86294,AnPhA-S116-01,AnPhA,S116,01,4,4.333333333333333,3.5,4.142857142857143,4,4,3,4,4,4,4,4,5,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,83.4938672,4239.5495,70.65915833333334,0,0.285864538664033
86296,OcnA-S216-01,OcnA,S216,01,3.6,3,3,3.2857142857142856,4,3,2,4,4,3,4,4,3,2,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,73.1038526,403.8,6.73,0,-0.198779706420647
86309,FrScA-S116-03,FrScA,S116,03,4.8,3.3333333333333335,4.5,4.142857142857143,5,3,5,5,4,4,4,5,3,5,4,2.6666666666666665,3.4285714285714284,3.5,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,68.65525114,1219.4837,20.324728333333333,0,-0.4062855838680474
86314,AnPhA-S116-02,AnPhA,S116,02,4.2,5,4.5,4.428571428571429,4,5,4,5,4,5,5,4,5,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,81.5237328,3030.1667,50.50277833333334,0,0.1939672376724295
86339,FrScA-S116-01,FrScA,S116,01,4.2,3.6666666666666665,3.5,3.857142857142857,4,4,3,5,4,4,4,4,3,4,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,91.78082192,598.783,9.979716666666667,0,0.6724111479753735
86340,FrScA-S116-01,FrScA,S116,01,4.4,3.3333333333333335,4,3.857142857142857,4,4,4,5,4,3,4,4,3,5,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,95.43378995,1077.3504,17.955840000000002,0,0.842804549849691
86349,FrScA-S216-01,FrScA,S216,01,5,5,4.5,5,5,5,5,5,5,5,4,5,5,5,4.25,4,4.142857142857143,3.5,NA,0,F,Scheduling Conflict,Approved/Enrolled,87.81038375,847.9663,14.132771666666667,0,0.48720928988029005
86353,PhysA-S116-01,PhysA,S116,01,4.8,5,3,4.857142857142857,5,5,3,5,5,5,3,5,5,4,3,3.3333333333333335,3.142857142857143,3,NA,1,M,Learning Preference of the Student,Approved/Enrolled,85.73611111,328.5168,5.47528,1,0.3904544404970555
86364,FrScA-S116-01,FrScA,S116,01,4.8,3.6666666666666665,4,4.285714285714286,4,3,3,5,5,5,5,5,3,5,3.75,3.6666666666666665,3.7142857142857144,3,NA,1,F,Other,Approved/Enrolled,81.27853881,3429.2834,57.15472333333333,0,0.18253011647888923
86365,FrScA-S116-01,FrScA,S116,01,4.4,4,4,4.142857142857143,4,4,4,5,4,4,4,4,4,5,NA,NA,NA,NA,NA,1,F,Other,Approved/Enrolled,98.17351598,1027.7002,17.128336666666666,0,0.9705996016052676
86432,AnPhA-S116-01,AnPhA,S116,01,3.8,4,3,3.857142857142857,4,4,3,4,4,4,3,4,4,3,NA,NA,NA,NA,NA,1,M,Scheduling Conflict,Approved/Enrolled,68.6629328,3715.9002,61.931670000000004,1,-0.4059272713482852
86446,AnPhA-S116-01,AnPhA,S116,01,4,3.6666666666666665,3,3.857142857142857,4,4,3,4,4,4,3,4,3,4,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,85.6208,2527.6997,42.128328333333336,0,0.3850757314184539
86451,AnPhA-S116-01,AnPhA,S116,01,4.4,4.333333333333333,4,4.285714285714286,4,4,4,5,4,5,4,5,4,4,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,93.7024,4176.8337,69.613895,0,0.7620435300081062
86455,FrScA-S116-01,FrScA,S116,01,5,2.6666666666666665,3,4,5,2,3,5,5,4,3,5,2,5,NA,NA,NA,NA,NA,1,F,Other,Approved/Enrolled,91.09589041,1616.3337,26.938895,0,0.6404623849198664
86460,OcnA-S116-01,OcnA,S116,01,4.2,3.6666666666666665,3.5,4,5,3,4,4,4,4,3,4,4,4,4.5,5,4.714285714285714,2,NA,1,F,Other,Approved/Enrolled,88.72026801,1891.1999,31.519998333333334,0,0.5296510175658442
86476,FrScA-S116-01,FrScA,S116,01,4,2.6666666666666665,4,3.4285714285714284,4,3,4,4,4,3,4,4,2,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,95.43378995,1673.8004,27.896673333333336,0,0.842804549849691
86479,AnPhA-S116-01,AnPhA,S116,01,5,5,NA,5,5,5,NA,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,92.6074672,2712.234,45.2039,0,0.7109701773032455
86484,AnPhA-S116-01,AnPhA,S116,01,4.2,4.666666666666667,4.5,4.428571428571429,5,5,4,4,4,5,5,4,4,4,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,80.0656,1872.0336,31.20056,1,0.12595235056252962
86488,AnPhA-S116-01,AnPhA,S116,01,4.2,3.6666666666666665,4,3.857142857142857,4,4,4,5,4,4,4,4,3,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,87.4408,3599.7168,59.99528,0,0.46996998421903363
86490,FrScA-S216-01,FrScA,S216,01,4.4,4.333333333333333,3.5,4.285714285714286,5,4,3,5,4,5,4,4,4,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,93.67945824,1101.2833,18.354721666666666,0,0.7609734071657271
86492,AnPhA-S116-01,AnPhA,S116,01,4,4,3.5,4,4,4,3,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,25.5928,893.1332,14.885553333333332,0,-2.4149419647976007
86504,AnPhA-S116-01,AnPhA,S116,01,1.8,2.3333333333333335,2.5,2.142857142857143,2,2,3,1,2,2,2,2,3,2,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,75.5392,1551.3498,25.85583,0,-0.08518245486414416
