student_ID,course_ID,subject,semester,section,pre_int,pre_uv,pre_percomp,pre_tv,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,post_int,post_uv,post_tv,post_percomp,date,intervention_dummy,gender,enrollment_reason,enrollment_status,final_grade,time_spent,ts_60,male_dummy,final_grade_s
86515,FrScA-S216-01,FrScA,S216,01,5,4,4,4.571428571428571,5,4,3,5,5,5,5,5,3,5,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,87.13318284,846.0835,14.101391666666666,1,0.4556211221603326
86527,OcnA-S216-01,OcnA,S216,01,4.4,4,3,4.285714285714286,4,4,3,4,4,4,3,5,4,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,82.71524288,2211.5331,36.858885,0,0.2495454563240555
86580,BioA-S116-01,BioA,S116,01,3.8,3.3333333333333335,2.5,3.5714285714285716,4,3,2,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,83.16666667,1076.5339,17.942231666666665,0,0.2706022065155145
86588,AnPhA-S116-01,AnPhA,S116,01,5,4.666666666666667,5,4.857142857142857,5,5,5,5,5,5,5,5,4,5,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,19.84,67.5167,1.1252783333333334,0,-2.6832824359575875
86608,AnPhA-S116-01,AnPhA,S116,01,4,4,3.5,4,4,4,3,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,79.8506672,3109.0664,51.817773333333335,0,0.11592676844256453
86618,FrScA-S116-03,FrScA,S116,03,5,5,4.5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,49.13013699,2393.4669,39.891115,0,-1.3170383182693017
86627,FrScA-S116-02,FrScA,S116,02,4.2,4.666666666666667,4,4.428571428571429,5,5,4,4,5,5,4,4,4,3,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,61.2283105,2193.117,36.551950000000005,1,-0.7527166697070925
86679,FrScA-S116-01,FrScA,S116,01,NA,3,4,NA,4,3,3,4,NA,3,5,4,3,4,NA,NA,NA,NA,NA,1,F,Other,Approved/Enrolled,95.89041096,2267.4,37.79,0,0.8641037253755127
86689,OcnA-S116-02,OcnA,S116,02,5,4,3,4.571428571428571,5,4,3,5,5,4,3,5,4,5,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,60.40201005,2457.1828,40.953046666666665,1,-0.7912596143727699
86697,OcnA-S216-02,OcnA,S216,02,4.6,4,4,4.285714285714286,5,4,4,5,4,4,4,4,4,5,NA,NA,NA,NA,NA,1,F,Other,Approved/Enrolled,90.07705193,1133.4667,18.891111666666667,0,0.592938466522021
86707,AnPhA-S116-02,AnPhA,S116,02,4.4,4.666666666666667,3.5,4.428571428571429,4,5,3,5,4,5,4,4,4,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,85.9093344,2143.133,35.71888333333333,0,0.3985344744378297
86709,FrScA-S116-01,FrScA,S116,01,4.4,3,3.5,3.7142857142857144,5,3,4,5,4,3,3,4,3,4,NA,NA,NA,NA,NA,1,M,Scheduling Conflict,Approved/Enrolled,95.66210046,1600.3334,26.67222333333333,1,0.853454137845828
86758,OcnA-S116-01,OcnA,S116,01,4.6,3,3.5,3.857142857142857,4,3,4,5,5,3,3,5,3,4,4.75,4.666666666666667,4.714285714285714,4,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,94.61474037,3742.8836,62.381393333333335,0,0.8045998234207191
86792,FrScA-S116-01,FrScA,S116,01,4.6,4,4,4.285714285714286,5,4,3,5,4,4,5,5,4,4,2.25,2,2.142857142857143,2.5,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,99.08675799,879.1998,14.65333,0,1.0131979521904595
86793,FrScA-S116-01,FrScA,S116,01,4.8,4,4.5,4.428571428571429,5,4,4,5,5,4,5,5,4,4,4,3,3.5714285714285716,4,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,96.34703196,553.3835,9.223058333333334,0,0.8854029004348828
86803,FrScA-S116-01,FrScA,S116,01,4.8,4.333333333333333,4.5,4.571428571428571,5,4,4,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,87.55707763,3344.1504,55.73584,0,0.47539377681039197
86815,FrScA-S116-01,FrScA,S116,01,4.8,3.3333333333333335,3.5,4.142857142857143,5,3,3,5,5,4,4,4,3,5,4,4,4,4,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,83.33333333,1666.7332,27.778886666666665,0,0.27837640517895884
86836,FrScA-S216-01,FrScA,S216,01,4,3,3,3.5714285714285716,4,3,3,4,4,3,3,4,3,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,89.84198646,1422.7335,23.712225,0,0.5819737921072591
86882,FrScA-S116-03,FrScA,S116,03,5,3.6666666666666665,4.5,4.428571428571429,5,4,4,5,5,4,5,5,3,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,80.3652968,1294.8334,21.580556666666666,0,0.1399317658936968
86942,AnPhA-S216-01,AnPhA,S216,01,5,4.666666666666667,5,4.857142857142857,5,4,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,0,F,Scheduling Conflict,Approved/Enrolled,83.624,3101.5166,51.691943333333334,0,0.2919346083458172
86943,OcnA-S116-01,OcnA,S116,01,4.4,3.6666666666666665,4,4,5,4,4,5,4,4,4,4,3,4,4.25,4,4.142857142857143,4,NA,1,M,Scheduling Conflict,Approved/Enrolled,73.07872697,1377.5666,22.959443333333336,1,-0.1999516963025113
87001,OcnA-S116-02,OcnA,S116,02,4.2,3.6666666666666665,4.5,4,4,4,5,4,4,4,4,4,3,5,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,68.25795645,1202.6335,20.043891666666664,1,-0.4248174716972721
87010,FrScA-S116-01,FrScA,S116,01,3.8,3.6666666666666665,3,3.857142857142857,4,3,3,3,4,4,3,4,4,4,4.75,4,4.428571428571429,3,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,88.01369863,1920.8168,32.01361333333333,0,0.49669295186976203
87020,FrScA-S216-01,FrScA,S216,01,4,3.3333333333333335,4,3.5714285714285716,4,3,3,5,4,4,5,4,3,3,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,73.25056433,1788.9003,29.815005,0,-0.1919363093352453
87027,FrScA-S116-01,FrScA,S116,01,5,3.6666666666666665,4,4.428571428571429,5,3,3,5,5,5,5,5,3,5,5,3.6666666666666665,4.428571428571429,5,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,78.76712329,1605.0336,26.75056,0,0.06538465271944958
87043,AnPhA-S116-01,AnPhA,S116,01,5,4.666666666666667,4.5,4.857142857142857,5,5,5,5,5,5,4,5,4,5,NA,NA,NA,NA,NA,1,F,Other,Approved/Enrolled,91.312,1587.1833,26.453055,0,0.6505428586374983
87081,BioA-S116-01,BioA,S116,01,4,4,4,4,4,4,3,4,4,4,5,4,4,4,NA,NA,NA,NA,NA,1,M,Other,Approved/Enrolled,6.693548387,181.5999,3.026665,1,-3.2965012198392443
87093,FrScA-S116-01,FrScA,S116,01,4.4,4.666666666666667,4,4.571428571428571,5,5,4,4,4,5,4,4,4,5,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,60.2739726,486.65,8.110833333333334,1,-0.797231946047628
87122,OcnA-S116-02,OcnA,S116,02,5,5,4,5,5,5,4,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,8.040201005,546.4335,9.107225,0,-3.2336863474287747
87163,FrScA-S116-01,FrScA,S116,01,4.6,4.333333333333333,4.5,4.428571428571429,5,4,4,5,4,4,5,4,5,5,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,88.58447489,1365.8501,22.764168333333334,0,0.5233169211604268
87166,AnPhA-S116-01,AnPhA,S116,01,4.6,4.333333333333333,4.5,4.428571428571429,4,5,4,5,5,4,5,5,4,4,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,77.3104,1471.8833,24.531388333333332,1,-0.002564487523271636
87171,PhysA-S116-01,PhysA,S116,01,5,4.666666666666667,4,4.857142857142857,5,5,4,5,5,5,4,5,4,5,4.25,3.6666666666666665,4,4,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,97.5,768.6994,12.811656666666666,0,0.9391833181594704
87209,OcnA-S116-02,OcnA,S116,02,3.8,3.3333333333333335,3.5,3.5714285714285716,4,3,3,4,4,4,4,4,3,3,NA,NA,NA,NA,NA,0,F,Learning Preference of the Student,Approved/Enrolled,80.83752094,3755.1506,62.58584333333333,0,0.161958752442981
87484,FrScA-S116-01,FrScA,S116,01,4,3.3333333333333335,4,3.5714285714285716,5,4,3,5,2,4,5,4,2,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,92.69406393,3341.9499,55.699165,0,0.715009498560566
87485,FrScA-S116-01,FrScA,S116,01,3.4,2.6666666666666665,2.5,3.142857142857143,4,2,2,3,3,3,3,3,3,4,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,65.98173516,1451.8836,24.198059999999998,1,-0.5309922550067896
87489,FrScA-S116-01,FrScA,S116,01,3.4,2.6666666666666665,3,3,3,2,3,4,3,3,3,4,3,3,3.75,1.6666666666666667,2.857142857142857,3,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,71.00456621,1075.0999,17.918331666666667,1,-0.2967013270214587
87504,FrScA-S116-01,FrScA,S116,01,4.8,3.3333333333333335,3,4.142857142857143,4,3,3,5,5,4,3,5,3,5,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,55.02283105,1330.8502,22.180836666666668,0,-1.0421724615626444
87552,BioA-S116-01,BioA,S116,01,4,4.666666666666667,NA,4.285714285714286,4,5,3,4,4,5,NA,4,4,4,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,90.08064516,1496.8001,24.94666833333333,0,0.5931060734319064
87579,FrScA-S116-01,FrScA,S116,01,3.8,3.3333333333333335,3,3.5714285714285716,4,3,3,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,1,M,Scheduling Conflict,Approved/Enrolled,96.11872146,1451.9169,24.198615,1,0.8747533129051981
87670,OcnA-S216-01,OcnA,S216,01,4.8,5,5,4.857142857142857,5,5,5,5,4,5,5,5,5,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,76.20435511,1995.5832,33.25972,0,-0.05415616582022236
87689,BioA-T116-01,BioA,T116,01,2.8,3.6666666666666665,3,3.142857142857143,3,4,2,3,3,5,4,3,2,2,2.75,3.3333333333333335,3,3.5,NA,0,M,Other,Approved/Enrolled,82.70215054,1525.0333,25.417221666666666,1,0.2489347615868516
87805,FrScA-S116-01,FrScA,S116,01,4.6,3.3333333333333335,4.5,4,5,3,4,5,4,4,5,5,3,4,4.75,3.3333333333333335,4.142857142857143,4.5,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,96.80365297,1388.1167,23.135278333333336,0,0.9067020759607052
87825,OcnA-S216-01,OcnA,S216,01,4.6,3.6666666666666665,4.5,4.142857142857143,5,4,4,5,4,3,5,5,4,4,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,93.47738693,330.7998,5.51333,1,0.7515477517399661
87861,FrScA-S216-01,FrScA,S216,01,4.6,3.6666666666666665,4,4.142857142857143,4,4,3,5,4,4,5,5,3,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,95.48532731,3303.3832,55.05638666666667,0,0.8452085199972263
87865,AnPhA-T116-01,AnPhA,T116,01,3.8,4.666666666666667,3.5,4.142857142857143,4,5,3,4,4,5,4,4,4,3,NA,NA,NA,NA,NA,0,F,Scheduling Conflict,Approved/Enrolled,83.1264,1304.1168,21.73528,0,0.26872395988781284
87866,FrScA-T116-01,FrScA,T116,01,3.8,3.3333333333333335,3.5,3.5714285714285716,4,4,3,4,4,3,4,4,3,3,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,94.50456621,1988.8836,33.14806,0,0.7994607283706462
87905,FrScA-S116-01,FrScA,S116,01,4.4,2.6666666666666665,4,3.7142857142857144,5,3,4,4,5,3,4,5,2,3,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,93.37899543,2166.8999,36.11499833333333,0,0.7469582611496214
87906,FrScA-S116-01,FrScA,S116,01,5,4.333333333333333,3.5,4.714285714285714,5,4,3,5,5,5,4,5,4,5,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,81.73515982,1095.6001,18.260001666666668,0,0.20382929200471162
87914,FrScA-S116-01,FrScA,S116,01,4.6,4.333333333333333,3.5,4.428571428571429,5,5,2,5,4,4,5,4,4,5,5,5,5,4,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,86.07305936,1156.1668,19.269446666666667,0,0.4061714569345355
87927,FrScA-S116-01,FrScA,S116,01,4.4,3.3333333333333335,3.5,3.857142857142857,5,3,4,5,4,4,3,4,3,4,4.25,4,4.142857142857143,3.5,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,69.6347032,3934.8498,65.58083,0,-0.36059885266602054
87955,OcnA-T116-01,OcnA,T116,01,5,3.6666666666666665,4,4.428571428571429,5,4,5,5,5,5,3,5,2,5,5,4.333333333333333,4.714285714285714,3.5,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,83.44723618,2420.5994,40.34332333333334,0,0.2836894256968746
87970,OcnA-S116-01,OcnA,S116,01,4.2,5,3,5,5,5,3,1,5,5,3,5,5,5,5,4.666666666666667,4.857142857142857,4,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,86.69514238,3123.3502,52.055836666666664,0,0.43518863999103413
88048,FrScA-S216-02,FrScA,S216,02,3.6,2.6666666666666665,3,3.2857142857142856,4,2,3,3,4,3,3,4,3,3,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,93.00225734,2269.133,37.81888333333333,0,0.7293852399122214
88050,AnPhA-S116-01,AnPhA,S116,01,4.2,4.333333333333333,4,4.142857142857143,4,4,3,5,4,5,5,4,4,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,71.6757328,2130.6666,35.51111,0,-0.26539463132763214
88068,AnPhA-S116-01,AnPhA,S116,01,4.6,4.666666666666667,4.5,4.571428571428571,4,4,4,5,4,5,5,5,5,5,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,70.6074672,535.8334,8.930556666666666,0,-0.31522408731915064
88075,FrScA-S116-04,FrScA,S116,04,4.6,3.6666666666666665,3.5,4.142857142857143,5,4,4,5,4,4,3,4,3,5,NA,NA,NA,NA,NA,0,F,Learning Preference of the Student,Approved/Enrolled,83.17123288,4323.8332,72.06388666666666,0,0.2708151982661085
88091,PhysA-S116-01,PhysA,S116,01,4.2,4,3.5,4.142857142857143,5,5,4,4,4,4,3,5,3,3,NA,NA,NA,NA,NA,1,M,Learning Preference of the Student,Approved/Enrolled,97.72222222,262.5502,4.375836666666667,1,0.9495489166883643
88099,AnPhA-S116-01,AnPhA,S116,01,3.8,4,3,3.857142857142857,4,4,3,4,3,4,3,4,4,4,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,81.9629328,2615.4998,43.59166333333334,0,0.2144538068098002
88153,AnPhA-S116-01,AnPhA,S116,01,3.2,3.3333333333333335,2.5,3.142857142857143,4,4,2,4,3,4,3,3,2,2,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,88.7024,6954.6997,115.91166166666667,0,0.5288175607757435
88166,OcnA-S116-02,OcnA,S116,02,5,3,3,4.142857142857143,5,1,3,5,5,5,3,5,3,5,NA,NA,NA,NA,NA,0,F,Scheduling Conflict,Approved/Enrolled,84.92127303,2137.7164,35.62860666666666,0,0.35244616030196796
88168,OcnA-S116-02,OcnA,S116,02,4.8,3.6666666666666665,3.5,4.285714285714286,4,3,3,5,5,3,4,5,5,5,NA,NA,NA,NA,NA,0,F,Scheduling Conflict,Approved/Enrolled,95.96314908,2885.7832,48.09638666666667,0,0.8674966090829405
88261,FrScA-S116-01,FrScA,S116,01,3.6,2.3333333333333335,2.5,3,4,2,2,4,3,3,3,4,2,3,4,4.333333333333333,4.142857142857143,3,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,98.63013699,1269.6667,21.161111666666667,0,0.9918987771310893
88282,OcnA-T116-01,OcnA,T116,01,2.8,2,3,2.4285714285714284,3,2,3,3,2,2,3,4,2,2,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,92.12060302,2373.7169,39.56194833333333,0,0.6882603032502417
88307,OcnA-S116-03,OcnA,S116,03,4.4,3,3,3.857142857142857,4,3,4,4,4,3,2,5,3,5,4.25,1.3333333333333333,3,3.5,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,54.5352381,1811.9338,30.198896666666666,1,-1.0649163292335677
88311,FrScA-S216-04,FrScA,S216,04,5,3,4,4.142857142857143,5,3,3,5,5,4,5,5,2,5,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,92.60722348,1660.9829,27.683048333333332,1,0.7109588089366012
88340,OcnA-T116-01,OcnA,T116,01,3.8,3,3,3.4285714285714284,4,3,3,4,4,3,3,4,3,3,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,68.93802345,444.5,7.408333333333333,0,-0.39309561465368265
88381,PhysA-S116-01,PhysA,S116,01,3.6,3.3333333333333335,3,3.4285714285714284,4,3,3,4,4,4,3,4,3,2,3.5,3.6666666666666665,3.5714285714285716,4,NA,1,M,Learning Preference of the Student,Approved/Enrolled,96.80555556,1120.367,18.67278333333333,1,0.9067908226400655
88409,FrScA-S116-03,FrScA,S116,03,5,NA,5,NA,5,5,5,5,5,NA,5,5,4,5,NA,NA,NA,NA,NA,1,M,Learning Preference of the Student,Approved/Enrolled,68.03424658,2313.5495,38.559158333333336,1,-0.4352524619487909
88440,OcnA-S116-01,OcnA,S116,01,4.6,4,3.5,4.285714285714286,5,4,3,5,4,4,4,5,4,4,4.25,4,4.142857142857143,4,NA,1,M,Learning Preference of the Student,Approved/Enrolled,81.06532663,2600.1334,43.33555666666667,1,0.17258479301236027
88474,OcnA-S216-01,OcnA,S216,01,4.2,3,3,3.7142857142857144,4,3,3,4,3,3,3,5,3,5,NA,NA,NA,NA,NA,0,F,Other,Approved/Enrolled,56.9681742,4112.7673,68.54612166666668,0,-0.9514315532329868
88481,PhysA-S116-01,PhysA,S116,01,4.8,4.666666666666667,4,4.714285714285714,4,5,3,5,5,5,5,5,4,5,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,26.80555556,642.0504,10.70084,0,-2.358372746613013
88501,FrScA-S116-01,FrScA,S116,01,4.6,3.3333333333333335,3.5,4,5,3,3,5,5,3,4,4,4,4,5,3.3333333333333335,4.285714285714286,3.5,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,78.31050228,3315.3331,55.25555166666666,1,0.0440854771936272
88527,FrScA-S116-01,FrScA,S116,01,4.2,2,3.5,3.142857142857143,5,2,3,5,4,2,4,4,2,3,2.75,2,2.4285714285714284,3,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,92.69406393,1551.6665,25.861108333333334,0,0.715009498560566
88568,BioA-S116-01,BioA,S116,01,3,3,3.5,3,3,3,3,3,4,4,4,3,2,2,NA,NA,NA,NA,NA,1,M,Other,Approved/Enrolled,36.57419355,1329.3997,22.156661666666665,1,-1.9027127339534473
88596,FrScA-S216-01,FrScA,S216,01,4.4,3.6666666666666665,3,4,5,4,3,5,4,4,3,4,3,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,91.87358916,1395.8998,23.264996666666665,0,0.6767382938677757
88612,AnPhA-S216-01,AnPhA,S216,01,3.8,4,4,3.857142857142857,3,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,0,F,Other,Approved/Enrolled,71.6544,2258.9165,37.64860833333333,0,-0.26638970391892064
88636,FrScA-S116-03,FrScA,S116,03,5,4.333333333333333,5,4.714285714285714,5,3,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,65.56392694,1284.8333,21.413888333333333,1,-0.5504810004193392
88641,AnPhA-S116-01,AnPhA,S116,01,3.6,4,3.5,3.7142857142857144,4,4,3,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,1,F,Scheduling Conflict,Approved/Enrolled,87.1808,1998.4998,33.30833,0,0.45784223381895117
88642,OcnA-S216-02,OcnA,S216,02,3.8,2.6666666666666665,3,3.2857142857142856,4,2,3,4,4,3,3,4,3,3,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,83.58458961,1980.6001,33.01000166666667,0,0.2900963030647021
88703,OcnA-T116-01,OcnA,T116,01,4.4,3,3,3.857142857142857,4,3,3,4,4,3,3,5,3,5,NA,NA,NA,NA,NA,0,F,Learning Preference of the Student,Approved/Enrolled,35.74539363,1233.3832,20.556386666666665,0,-1.9413722668817879
88803,OcnA-S216-02,OcnA,S216,02,3.6,2.6666666666666665,3,3.142857142857143,3,3,3,4,4,3,3,4,2,3,NA,NA,NA,NA,NA,1,M,Credit Recovery,Approved/Enrolled,65.03685092,2015.5833,33.593055,1,-0.5750665635440663
88835,FrScA-S116-03,FrScA,S116,03,4.2,2.6666666666666665,3.5,4,5,2,3,1,5,3,4,5,3,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,81.97945205,2062.95,34.3825,0,0.21522435042824864
88836,FrScA-S116-03,FrScA,S116,03,4.8,3.3333333333333335,3,4.142857142857143,5,3,3,5,5,4,3,5,3,4,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,67.91780822,152.7499,2.5458316666666665,0,-0.44068375182215647
88845,FrScA-S216-01,FrScA,S216,01,4.8,3.6666666666666665,3.5,4.285714285714286,5,3,3,5,4,4,4,5,4,5,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,90.97065463,1075.6163,17.926938333333332,0,0.6346207376852524
88849,OcnA-S216-01,OcnA,S216,01,4.2,4,3,4.142857142857143,4,3,3,4,4,5,3,5,4,4,NA,NA,NA,NA,NA,0,M,Scheduling Conflict,Approved/Enrolled,90.76884422,4799.483,79.99138333333333,1,0.6252072519905666
88854,FrScA-S216-01,FrScA,S216,01,3.8,2.6666666666666665,2.5,3.2857142857142856,4,3,2,4,4,3,3,4,2,3,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,69.63882619,885.9167,14.765278333333333,1,-0.36040653499824354
88864,OcnA-S216-02,OcnA,S216,02,4.2,3.3333333333333335,3,3.7142857142857144,4,3,3,5,4,4,3,4,3,4,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,69.8040201,2231.3667,37.189445,0,-0.3527010330440368
88868,FrScA-S116-03,FrScA,S116,03,4.4,3.6666666666666665,3.5,4.142857142857143,4,3,3,4,5,4,4,5,4,4,NA,NA,NA,NA,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,76.30821918,1174.3499,19.572498333333332,1,-0.04931140614138876
88874,FrScA-S116-03,FrScA,S116,03,3.4,3.3333333333333335,2.5,3.2857142857142856,4,3,2,4,3,4,3,4,3,2,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,11.15296804,700.9668,11.682780000000001,0,-3.08849072568229
88886,FrScA-S116-03,FrScA,S116,03,4,3,4,3.5714285714285716,4,3,4,4,4,3,4,4,3,4,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,75.28310502,1598.3499,26.639165,0,-0.09712805484935269
88995,AnPhA-T116-01,AnPhA,T116,01,4.2,4,4,4,4,4,3,5,4,4,5,4,4,4,NA,NA,NA,NA,NA,0,F,Course Unavailable at Local School,Approved/Enrolled,85.7936,119.3169,1.988615,0,0.3931360209151241
89005,AnPhA-T116-01,AnPhA,T116,01,5,5,3.5,5,5,5,3,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,0,M,Course Unavailable at Local School,Approved/Enrolled,87.6208,2429.3997,40.489995,1,0.478366119111399
89114,OcnA-S116-01,OcnA,S116,01,4,3.6666666666666665,3,3.857142857142857,4,4,3,4,4,4,3,4,3,4,4,3.6666666666666665,3.857142857142857,2.5,NA,1,F,Learning Preference of the Student,Approved/Enrolled,95.00837521,1092.3662,18.20610333333333,0,0.8229609968372439
89128,FrScA-S116-01,FrScA,S116,01,4.6,4.666666666666667,4,4.714285714285714,5,5,3,4,4,5,5,5,4,5,4.5,4.666666666666667,4.571428571428571,3,NA,1,F,Other,Approved/Enrolled,87.67123288,362.8837,6.0480616666666664,0,0.480718570575235
89142,AnPhA-S116-01,AnPhA,S116,01,5,4.333333333333333,3.5,4.714285714285714,5,4,4,5,5,5,3,5,4,5,NA,NA,NA,NA,NA,1,F,Other,Approved/Enrolled,95.104,3067.4676,51.12446,0,0.8274214337033222
89144,FrScA-S116-03,FrScA,S116,03,5,4.333333333333333,4.5,4.714285714285714,5,5,5,5,5,3,4,5,5,5,NA,NA,NA,NA,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,90.65068493,2582.4167,43.04027833333334,0,0.6196956890037546
89165,FrScA-S116-03,FrScA,S116,03,5,4,3,4.571428571428571,5,4,3,5,5,4,3,5,4,5,3.75,3,3.4285714285714284,2.5,NA,1,F,Course Unavailable at Local School,Approved/Enrolled,92.46575342,2571.5334,42.858889999999995,0,0.7043599105644289
89194,AnPhA-S116-01,AnPhA,S116,01,3.6,3.3333333333333335,3.5,3.4285714285714284,3,4,3,4,4,4,4,4,2,3,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,83.2053328,317.2168,5.286946666666666,0,0.2724057956446572
89295,PhysA-S116-01,PhysA,S116,01,4.4,4,4.5,4.142857142857143,4,5,4,5,4,4,5,5,3,4,NA,NA,NA,NA,NA,1,F,Learning Preference of the Student,Approved/Enrolled,68.05555556,532.7998,8.879996666666667,0,-0.43425850044602027
89300,BioA-S116-01,BioA,S116,01,3.4,3.6666666666666665,3,3.4285714285714284,3,3,2,4,4,4,4,3,4,3,NA,NA,NA,NA,NA,1,M,Scheduling Conflict,Approved/Enrolled,61.3172043,1132.1503,18.869171666666666,1,-0.7485702011743429
89333,FrScA-S216-01,FrScA,S216,01,NA,4,3.5,4,4,4,3,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,0,F,Other,Approved/Enrolled,90.51918736,945.417,15.75695,0,0.6135619593607649
89376,FrScA-S116-03,FrScA,S116,03,5,4.666666666666667,4,4.857142857142857,5,4,4,5,5,5,4,5,5,5,2.25,2,2.142857142857143,1,NA,1,F,Other,Approved/Enrolled,86.29452055,3780.5335,63.00889166666666,0,0.41650155707155595
89395,PhysA-S116-01,PhysA,S116,01,5,4.333333333333333,3.5,4.714285714285714,5,5,4,5,5,4,3,5,4,5,5,3.6666666666666665,4.428571428571429,4.5,NA,1,M,Course Unavailable at Local School,Approved/Enrolled,76.875,2432.7831,40.546385,1,-0.022873804924025846
